model_name,run_name,seed,data_root,variant_id,entity_mode,split_strategy,window_seconds,min_len,max_len_build,max_len,d_model,n_heads,n_layers,dropout,lr,weight_decay,mask_prob_train,mask_prob_score,score_passes,num_candidates,benign_percentile,vhm_weight,evaluation_mode,roc_auc,pr_auc,accuracy,f1,precision,recall,balanced_accuracy,specificity,fpr,fnr,mcc,selected_sequence_threshold,selected_distance_threshold,best_epoch,best_val_pr_auc
logbert,20260506_022634_src_plus_dst_plus_svc_win300_min5_max2048_seed3,3,E:\Documents\uni\master\privacy_preserving_intrusion_detection\data\traffic_labelled\2B_preprocessed_logbert,src_plus_dst_plus_svc_win300_min5_max2048,src_plus_dst_plus_svc,deterministic_day_entity_balanced_v1,300,5,2048,75,256,8,4,0.1,0.0002,0.01,0.15,0.5,10,9,99.0,0.1,validation_tuned,0.996215190355261,0.9502244042032414,0.981297853646291,0.8892193308550186,0.8016085790884718,0.998330550918197,0.9891218444058955,0.9799131378935938,0.02008686210640608,0.0016694490818030022,0.8854564141382129,0.99,0.7524663448333756,6,0.9604137083813461
logbert,20260506_050142_src_plus_dst_plus_svc_win300_min5_max2048_seed3,3,E:\Documents\uni\master\privacy_preserving_intrusion_detection\data\traffic_labelled\2B_preprocessed_logbert,src_plus_dst_plus_svc_win300_min5_max2048,src_plus_dst_plus_svc,deterministic_day_entity_balanced_v1,300,5,2048,75,256,8,4,0.1,0.0002,0.01,0.15,0.5,10,9,99.0,0.0,validation_tuned,0.9643746635271598,0.6307559738149237,0.9887034015313166,0.9295774647887324,0.8748159057437408,0.991652754590985,0.9900581905419638,0.9884636264929423,0.011536373507057544,0.00834724540901501,0.9256073582885349,0.99,49.84173011779785,3,0.7478980272809955
logbert,20260506_025526_src_plus_dst_plus_svc_win300_min5_max2048_seed4,4,E:\Documents\uni\master\privacy_preserving_intrusion_detection\data\traffic_labelled\2B_preprocessed_logbert,src_plus_dst_plus_svc_win300_min5_max2048,src_plus_dst_plus_svc,deterministic_day_entity_balanced_v1,300,5,2048,75,256,8,4,0.1,0.0002,0.01,0.15,0.5,10,9,99.0,0.1,train_benign_percentile,0.9971871097141635,0.9680386156366673,0.9828040667754487,0.8972243060765192,0.8147138964577657,0.998330550918197,0.9899361766534525,0.9815418023887078,0.01845819761129207,0.0016694490818030022,0.8934092850015487,0.949999988079071,0.5554874539375305,10,0.967939313727871
logbert,20260506_052452_src_plus_dst_plus_svc_win300_min5_max2048_seed4,4,E:\Documents\uni\master\privacy_preserving_intrusion_detection\data\traffic_labelled\2B_preprocessed_logbert,src_plus_dst_plus_svc_win300_min5_max2048,src_plus_dst_plus_svc,deterministic_day_entity_balanced_v1,300,5,2048,75,256,8,4,0.1,0.0002,0.01,0.15,0.5,10,9,99.0,0.0,train_benign_percentile,0.995095653450648,0.9408378731581746,0.9880758127275009,0.9264136328427576,0.8641618497109826,0.998330550918197,0.9927863395199019,0.9872421281216068,0.01275787187839305,0.0016694490818030022,0.9227994556976472,0.9666666388511658,46.75202560424805,4,0.9685731114613197
logbert,20260506_025526_src_plus_dst_plus_svc_win300_min5_max2048_seed4,4,E:\Documents\uni\master\privacy_preserving_intrusion_detection\data\traffic_labelled\2B_preprocessed_logbert,src_plus_dst_plus_svc_win300_min5_max2048,src_plus_dst_plus_svc,deterministic_day_entity_balanced_v1,300,5,2048,75,256,8,4,0.1,0.0002,0.01,0.15,0.5,10,9,99.0,0.1,validation_tuned,0.9971871097141635,0.9680386156366673,0.9856909752730011,0.9128440366972477,0.842031029619182,0.996661101836394,0.990730116607665,0.9847991313789358,0.015200868621064059,0.0033388981636060045,0.908927676705234,0.99,0.5554874539375305,10,0.967939313727871
logbert,20260506_052452_src_plus_dst_plus_svc_win300_min5_max2048_seed4,4,E:\Documents\uni\master\privacy_preserving_intrusion_detection\data\traffic_labelled\2B_preprocessed_logbert,src_plus_dst_plus_svc_win300_min5_max2048,src_plus_dst_plus_svc,deterministic_day_entity_balanced_v1,300,5,2048,75,256,8,4,0.1,0.0002,0.01,0.15,0.5,10,9,99.0,0.0,validation_tuned,0.995095653450648,0.9408378731581746,0.9904606501820008,0.940251572327044,0.888558692421991,0.998330550918197,0.9940756989118673,0.9898208469055373,0.01017915309446254,0.0016694490818030022,0.9369605324724677,0.99,46.75202560424805,4,0.9685731114613197
logbert,20260507_030047_src_plus_dst_plus_svc_win300_min5_max2048_temporal_seed0,0,E:\Documents\uni\master\privacy_preserving_intrusion_detection\data\traffic_labelled\2B_preprocessed_logbert_variants\src_plus_dst_plus_svc_win300_min5_max2048_temporal,src_plus_dst_plus_svc_win300_min5_max2048_temporal,src_plus_dst_plus_svc,global_temporal_group_holdout_v1,300,5,2048,149,256,8,4,0.1,0.0002,0.01,0.15,0.5,10,9,99.0,0.1,train_benign_percentile,0.9987552339063724,0.9977481509606899,0.9968615791212422,0.9958650707290533,0.9921942758022549,0.999563128003495,0.9973911257547355,0.9952191235059759,0.004780876494023903,0.00043687199650502387,0.9933538336336496,1.0,0.794296817779539,5,0.9928140868790513
logbert,20260507_030047_src_plus_dst_plus_svc_win300_min5_max2048_temporal_seed0,0,E:\Documents\uni\master\privacy_preserving_intrusion_detection\data\traffic_labelled\2B_preprocessed_logbert_variants\src_plus_dst_plus_svc_win300_min5_max2048_temporal,src_plus_dst_plus_svc_win300_min5_max2048_temporal,src_plus_dst_plus_svc,global_temporal_group_holdout_v1,300,5,2048,149,256,8,4,0.1,0.0002,0.01,0.15,0.5,10,9,99.0,0.1,validation_tuned,0.9987552339063724,0.9977481509606899,0.9836471754212092,0.9788325849903784,0.9585427135678392,1.0,0.9868525896414342,0.9737051792828683,0.02629482071713147,0.0,0.9660942007717778,0.99,0.794296817779539,5,0.9928140868790513
logbert,20260507_034517_src_plus_dst_plus_svc_win300_min5_max2048_temporal_seed1,1,E:\Documents\uni\master\privacy_preserving_intrusion_detection\data\traffic_labelled\2B_preprocessed_logbert_variants\src_plus_dst_plus_svc_win300_min5_max2048_temporal,src_plus_dst_plus_svc_win300_min5_max2048_temporal,src_plus_dst_plus_svc,global_temporal_group_holdout_v1,300,5,2048,149,256,8,4,0.1,0.0002,0.01,0.15,0.5,10,9,99.0,0.1,train_benign_percentile,0.9968399592252802,0.9945863338976476,0.9806739345887017,0.9750798722044729,0.9513715710723192,1.0,0.9844621513944223,0.9689243027888443,0.03107569721115537,0.0,0.9601078252958752,0.949999988079071,0.5366076755523664,13,0.993055530701783
logbert,20260507_034517_src_plus_dst_plus_svc_win300_min5_max2048_temporal_seed1,1,E:\Documents\uni\master\privacy_preserving_intrusion_detection\data\traffic_labelled\2B_preprocessed_logbert_variants\src_plus_dst_plus_svc_win300_min5_max2048_temporal,src_plus_dst_plus_svc_win300_min5_max2048_temporal,src_plus_dst_plus_svc,global_temporal_group_holdout_v1,300,5,2048,149,256,8,4,0.1,0.0002,0.01,0.15,0.5,10,9,99.0,0.1,validation_tuned,0.9968399592252802,0.9945863338976476,0.9834819953749587,0.9786233433091065,0.9581414817915446,1.0,0.9867197875166003,0.9734395750332003,0.026560424966799463,0.0,0.9657602377696247,0.99,0.5366076755523664,13,0.993055530701783
logbert,20260507_045650_src_plus_dst_plus_svc_win300_min5_max2048_temporal_seed2,2,E:\Documents\uni\master\privacy_preserving_intrusion_detection\data\traffic_labelled\2B_preprocessed_logbert_variants\src_plus_dst_plus_svc_win300_min5_max2048_temporal,src_plus_dst_plus_svc_win300_min5_max2048_temporal,src_plus_dst_plus_svc,global_temporal_group_holdout_v1,300,5,2048,149,256,8,4,0.1,0.0002,0.01,0.15,0.5,10,9,99.0,0.1,train_benign_percentile,0.9927050499037778,0.9868171163707652,0.8052527254707631,0.6618870088901635,0.9632721202003339,0.5041502839667977,0.746231848490703,0.988313413014608,0.011686586985391764,0.49584971603320205,0.5993932661898776,1.0,1.5836977338790892,2,0.9860124198031064
logbert,20260507_045650_src_plus_dst_plus_svc_win300_min5_max2048_temporal_seed2,2,E:\Documents\uni\master\privacy_preserving_intrusion_detection\data\traffic_labelled\2B_preprocessed_logbert_variants\src_plus_dst_plus_svc_win300_min5_max2048_temporal,src_plus_dst_plus_svc_win300_min5_max2048_temporal,src_plus_dst_plus_svc,global_temporal_group_holdout_v1,300,5,2048,149,256,8,4,0.1,0.0002,0.01,0.15,0.5,10,9,99.0,0.1,validation_tuned,0.9927050499037778,0.9868171163707652,0.9567228278823918,0.9458677685950413,0.8972951783614269,1.0,0.9652058432934927,0.9304116865869851,0.0695883134130146,0.0,0.9137034093542745,0.99,1.5836977338790892,2,0.9860124198031064
logbert,20260507_053107_src_plus_dst_plus_svc_win300_min5_max2048_temporal_seed3,3,E:\Documents\uni\master\privacy_preserving_intrusion_detection\data\traffic_labelled\2B_preprocessed_logbert_variants\src_plus_dst_plus_svc_win300_min5_max2048_temporal,src_plus_dst_plus_svc_win300_min5_max2048_temporal,src_plus_dst_plus_svc,global_temporal_group_holdout_v1,300,5,2048,149,256,8,4,0.1,0.0002,0.01,0.15,0.5,10,9,99.0,0.1,train_benign_percentile,0.9851830772149497,0.9754879971039248,0.8052527254707631,0.6583598956824109,0.9776247848537005,0.4962865880297073,0.7446904387691697,0.9930942895086319,0.00690571049136786,0.5037134119702925,0.6025680409055892,1.0,1.6438496398925768,2,0.9520485613885743
logbert,20260507_053107_src_plus_dst_plus_svc_win300_min5_max2048_temporal_seed3,3,E:\Documents\uni\master\privacy_preserving_intrusion_detection\data\traffic_labelled\2B_preprocessed_logbert_variants\src_plus_dst_plus_svc_win300_min5_max2048_temporal,src_plus_dst_plus_svc_win300_min5_max2048_temporal,src_plus_dst_plus_svc,global_temporal_group_holdout_v1,300,5,2048,149,256,8,4,0.1,0.0002,0.01,0.15,0.5,10,9,99.0,0.1,validation_tuned,0.9851830772149497,0.9754879971039248,0.9643211100099108,0.9549436795994993,0.9137724550898204,1.0,0.9713147410358566,0.9426294820717129,0.05737051792828684,0.0,0.9280888190645953,0.99,1.6438496398925768,2,0.9520485613885743
logbert,20260507_060456_src_plus_dst_plus_svc_win300_min5_max2048_temporal_seed4,4,E:\Documents\uni\master\privacy_preserving_intrusion_detection\data\traffic_labelled\2B_preprocessed_logbert_variants\src_plus_dst_plus_svc_win300_min5_max2048_temporal,src_plus_dst_plus_svc_win300_min5_max2048_temporal,src_plus_dst_plus_svc,global_temporal_group_holdout_v1,300,5,2048,149,256,8,4,0.1,0.0002,0.01,0.15,0.5,10,9,99.0,0.1,train_benign_percentile,0.9918744709526537,0.986346142017086,0.8069045259332672,0.6628208826074415,0.9753820033955858,0.5019659239842726,0.7471317003719504,0.9922974767596279,0.007702523240371844,0.4980340760157272,0.6054235996016367,1.0,1.5351184034347531,2,0.9794009912803154
logbert,20260507_060456_src_plus_dst_plus_svc_win300_min5_max2048_temporal_seed4,4,E:\Documents\uni\master\privacy_preserving_intrusion_detection\data\traffic_labelled\2B_preprocessed_logbert_variants\src_plus_dst_plus_svc_win300_min5_max2048_temporal,src_plus_dst_plus_svc_win300_min5_max2048_temporal,src_plus_dst_plus_svc,global_temporal_group_holdout_v1,300,5,2048,149,256,8,4,0.1,0.0002,0.01,0.15,0.5,10,9,99.0,0.1,validation_tuned,0.9918744709526537,0.986346142017086,0.9610175090849026,0.950976319069381,0.9065346534653466,1.0,0.9686586985391766,0.937317397078353,0.06268260292164674,0.0,0.9217975383713419,0.99,1.5351184034347531,2,0.9794009912803154
logbert,20260506_214147_src_plus_svc_win300_min5_max2048_seed0,0,E:\Documents\uni\master\privacy_preserving_intrusion_detection\data\traffic_labelled\2B_preprocessed_logbert_variants\src_plus_svc_win300_min5_max2048,src_plus_svc_win300_min5_max2048,src_plus_svc,deterministic_day_entity_balanced_v1,300,5,2048,308,256,8,4,0.1,0.0002,0.01,0.15,0.5,10,9,99.0,0.1,train_benign_percentile,0.9613551160941336,0.7929771927768123,0.938108213312573,0.6513157894736842,0.9705882352941176,0.4900990099009901,0.7440565658507599,0.9980141218005294,0.001985878199470432,0.509900990099009,0.6652388103960939,1.0,2.1171537590026817,3,0.6680754159392619
logbert,20260506_214147_src_plus_svc_win300_min5_max2048_seed0,0,E:\Documents\uni\master\privacy_preserving_intrusion_detection\data\traffic_labelled\2B_preprocessed_logbert_variants\src_plus_svc_win300_min5_max2048,src_plus_svc_win300_min5_max2048,src_plus_svc,deterministic_day_entity_balanced_v1,300,5,2048,308,256,8,4,0.1,0.0002,0.01,0.15,0.5,10,9,99.0,0.1,validation_tuned,0.9613551160941336,0.7929771927768123,0.7458154924094978,0.4809220985691574,0.31675392670157065,0.9983498349834984,0.8551987480301428,0.7120476610767872,0.28795233892321265,0.0016501650165016474,0.4741319677287227,0.99,2.1171537590026817,3,0.6680754159392619
logbert,20260506_230702_src_plus_svc_win300_min5_max2048_seed1,1,E:\Documents\uni\master\privacy_preserving_intrusion_detection\data\traffic_labelled\2B_preprocessed_logbert_variants\src_plus_svc_win300_min5_max2048,src_plus_svc_win300_min5_max2048,src_plus_svc,deterministic_day_entity_balanced_v1,300,5,2048,308,256,8,4,0.1,0.0002,0.01,0.15,0.5,10,9,99.0,0.1,train_benign_percentile,0.9646954986760812,0.797713470356691,0.9338263915920592,0.6367521367521367,0.9030303030303031,0.49174917491749176,0.742344137326354,0.992939099735216,0.0070609002647837584,0.5082508250825074,0.6376826146672008,1.0,1.5608710050582886,4,0.7416669434367967
logbert,20260506_230702_src_plus_svc_win300_min5_max2048_seed1,1,E:\Documents\uni\master\privacy_preserving_intrusion_detection\data\traffic_labelled\2B_preprocessed_logbert_variants\src_plus_svc_win300_min5_max2048,src_plus_svc_win300_min5_max2048,src_plus_svc,deterministic_day_entity_balanced_v1,300,5,2048,308,256,8,4,0.1,0.0002,0.01,0.15,0.5,10,9,99.0,0.1,validation_tuned,0.9646954986760812,0.797713470356691,0.7323861424678864,0.4684963277928102,0.30590610802624935,1.0,0.8483009708737864,0.6966019417475727,0.3033980582524271,0.0,0.4616219111388974,0.99,1.5608710050582886,4,0.7416669434367967
logbert,20260507_002600_src_plus_svc_win300_min5_max2048_seed2,2,E:\Documents\uni\master\privacy_preserving_intrusion_detection\data\traffic_labelled\2B_preprocessed_logbert_variants\src_plus_svc_win300_min5_max2048,src_plus_svc_win300_min5_max2048,src_plus_svc,deterministic_day_entity_balanced_v1,300,5,2048,308,256,8,4,0.1,0.0002,0.01,0.15,0.5,10,9,99.0,0.1,train_benign_percentile,0.9680646462704523,0.8161708973353867,0.9384974698326197,0.6527472527472528,0.9769736842105263,0.4900990099009901,0.7442772189840343,0.9984554280670783,0.0015445719329214471,0.509900990099009,0.6678887228375224,1.0,3.1733219146728513,2,0.7143508479844283
logbert,20260507_002600_src_plus_svc_win300_min5_max2048_seed2,2,E:\Documents\uni\master\privacy_preserving_intrusion_detection\data\traffic_labelled\2B_preprocessed_logbert_variants\src_plus_svc_win300_min5_max2048,src_plus_svc_win300_min5_max2048,src_plus_svc,deterministic_day_entity_balanced_v1,300,5,2048,308,256,8,4,0.1,0.0002,0.01,0.15,0.5,10,9,99.0,0.1,validation_tuned,0.9680646462704523,0.8161708973353867,0.7148695990657844,0.4523364485981308,0.29241179313678106,0.9983498349834984,0.8376568239348207,0.6769638128861428,0.32303618711385695,0.0016501650165016474,0.44412794457859733,0.99,3.1733219146728513,2,0.7143508479844283
logbert,20260507_011347_src_plus_svc_win300_min5_max2048_seed3,3,E:\Documents\uni\master\privacy_preserving_intrusion_detection\data\traffic_labelled\2B_preprocessed_logbert_variants\src_plus_svc_win300_min5_max2048,src_plus_svc_win300_min5_max2048,src_plus_svc,deterministic_day_entity_balanced_v1,300,5,2048,308,256,8,4,0.1,0.0002,0.01,0.15,0.5,10,9,99.0,0.1,train_benign_percentile,0.9379336598708414,0.7080647393878611,0.9213701829505644,0.5951903807615231,0.7576530612244898,0.4900990099009901,0.7345684811199567,0.979037952338923,0.020962047661076785,0.509900990099009,0.569998894806939,1.0,1.9000319337844764,3,0.6980255497555062
logbert,20260507_011347_src_plus_svc_win300_min5_max2048_seed3,3,E:\Documents\uni\master\privacy_preserving_intrusion_detection\data\traffic_labelled\2B_preprocessed_logbert_variants\src_plus_svc_win300_min5_max2048,src_plus_svc_win300_min5_max2048,src_plus_svc,deterministic_day_entity_balanced_v1,300,5,2048,308,256,8,4,0.1,0.0002,0.01,0.15,0.5,10,9,99.0,0.1,validation_tuned,0.9379336598708414,0.7080647393878611,0.715258855585831,0.45267489711934156,0.2926947266569908,0.9983498349834984,0.8378774770680952,0.6774051191526919,0.322594880847308,0.0016501650165016474,0.44448832115513653,0.99,1.9000319337844764,3,0.6980255497555062
logbert,20260507_020554_src_plus_svc_win300_min5_max2048_seed4,4,E:\Documents\uni\master\privacy_preserving_intrusion_detection\data\traffic_labelled\2B_preprocessed_logbert_variants\src_plus_svc_win300_min5_max2048,src_plus_svc_win300_min5_max2048,src_plus_svc,deterministic_day_entity_balanced_v1,300,5,2048,308,256,8,4,0.1,0.0002,0.01,0.15,0.5,10,9,99.0,0.1,train_benign_percentile,0.9690648676518138,0.8198470884382104,0.9351887894122226,0.645367412140575,0.9099099099099099,0.5,0.7466902030008826,0.993380406001765,0.0066195939982347735,0.49999999999999917,0.6463895816146591,1.0,1.679388403892517,3,0.7786702202244025
logbert,20260507_020554_src_plus_svc_win300_min5_max2048_seed4,4,E:\Documents\uni\master\privacy_preserving_intrusion_detection\data\traffic_labelled\2B_preprocessed_logbert_variants\src_plus_svc_win300_min5_max2048,src_plus_svc_win300_min5_max2048,src_plus_svc,deterministic_day_entity_balanced_v1,300,5,2048,308,256,8,4,0.1,0.0002,0.01,0.15,0.5,10,9,99.0,0.1,validation_tuned,0.9690648676518138,0.8198470884382104,0.7341377968080965,0.4697204968944099,0.30710659898477155,0.9983498349834984,0.8485791540319081,0.6988084730803176,0.3011915269196822,0.0016501650165016474,0.4624736255682197,0.99,1.679388403892517,3,0.7786702202244025
